9,5686,5728,2
5,5849,5950,2
1,6025,6089,2
8,6584,6711,2
38,141,220,2
39,537,668,2
23,766,960,2
29,1092,1169,2
44,1292,1454,2
49,1606,1712,2
46,1896,1976,2
51,2542,2703,2
36,2847,2919,2
10,3122,3349,2
31,3645,3757,2
19,3839,3947,2
43,4086,4227,2
41,4327,4384,2
47,4536,4670,2
9,5703,5753,2
5,5870,5969,2
1,6050,6110,2
37,6183,6388,2
8,6588,6716,2
38,153,219,2
29,1009,1076,2
44,1183,1292,2
49,1445,1533,2
46,1695,1763,2
30,1891,2079,2
36,2464,2521,2
10,2681,2864,2
31,3101,3194,2
43,3464,3559,2
41,3654,3688,2
47,3815,3911,2
2,4021,4136,2
48,4260,4514,2
9,4730,4767,2
5,4864,4943,2
1,5004,5052,2
37,5114,5276,2
28,582,686,2
6,1012,1099,2
7,1174,1240,2
33,1388,1437,2
35,1733,1810,2
23,2153,2318,2
46,3044,3174,2
50,3325,3434,2
15,3572,3650,2
51,3832,4028,2
4,4187,4304,2
25,4433,4553,2
32,4660,4800,2
42,4920,5087,2
17,5231,5315,2
28,603,717,2
3,875,1013,2
6,1098,1191,2
7,1267,1339,2
33,1481,1529,2
35,1828,1901,2
38,2091,2154,2
46,3122,3269,2
50,3400,3514,2
15,3602,3718,2
51,3902,4094,2
4,4254,4365,2
25,4502,4629,2
32,4720,4860,2
42,4978,5153,2
17,5286,5367,2
28,625,716,2
3,863,984,2
6,1055,1139,2
7,1205,1266,2
35,1689,1749,2
38,1912,1965,2
50,2968,3062,2
15,3152,3235,2
4,3653,3738,2
25,3849,3962,2
32,4031,4142,2
42,4271,4370,2
17,4471,4558,2
40,4676,4828,2
24,1179,1270,2
12,1784,1871,2
14,2207,2318,2
18,964,1012,2
14,2207,2318,2
16,274,396,2
18,841,881,2
14,1897,2009,2
27,161,213,2
24,1055,1107,2
12,1527,1611,2
14,1720,1822,2
16,1899,2047,2
27,164,213,2
26,605,651,2
21,880,950,2
18,1329,1392,2
12,1525,1614,2
14,1717,1823,2
16,1904,2050,2
27,135,174,2
26,512,552,2
24,903,946,2
14,1468,1553,2
16,1621,1743,2
28,200,279,2
29,2319,2404,2
3,3449,3612,2
5,3763,3844,2
19,4156,4189,2
10,4699,4983,2
4,5142,5219,2
8,5374,5508,2
36,5593,5703,2
49,5844,5969,2
28,200,282,2
35,304,399,2
48,402,572,2
15,867,921,2
37,1030,1165,2
29,2303,2397,2
11,2515,2565,2
47,2846,2987,2
51,3149,3298,2
3,3426,3593,2
5,3744,3825,2
31,3891,4000,2
9,4451,4483,2
10,4665,4949,2
4,5100,5175,2
8,5332,5460,2
36,5545,5650,2
49,5792,5919,2
48,365,521,2
37,929,1060,2
29,2030,2109,2
47,2465,2583,2
3,2945,3082,2
5,3213,3277,2
31,3334,3422,2
19,3522,3560,2
9,3769,3790,2
10,3950,4165,2
8,4475,4579,2
49,4852,4950,2
28,578,694,2
35,1280,1362,2
41,2000,2058,2
32,2116,2179,2
25,2271,2340,2
46,3225,3311,2
29,4497,4592,2
50,4638,4719,2
8,5083,5214,2
30,874,1095,2
35,1364,1446,2
41,2078,2139,2
32,2205,2273,2
25,2347,2430,2
46,3322,3412,2
38,3946,4020,2
29,4591,4685,2
8,5181,5314,2
30,816,1011,2
35,1244,1314,2
41,1851,1892,2
32,1953,2005,2
25,2084,2143,2
46,2821,2897,2
38,3320,3372,2
29,3812,3886,2
8,4260,4359,2
38,407,476,2
20,545,678,2
39,1010,1113,2
48,1453,1633,2
36,1907,1992,2
49,2066,2170,2
37,2658,2791,2
10,3349,3549,2
13,3701,3770,2
30,4153,4321,2
19,4428,4464,2
41,4857,4907,2
47,5050,5190,2
5,5796,5867,2
1,5933,5990,2
8,6152,6309,2
38,495,562,2
23,855,1006,2
39,1097,1203,2
48,1528,1696,2
36,1998,2085,2
49,2180,2262,2
37,2747,2884,2
10,3443,3635,2
13,3799,3869,2
31,3967,4072,2
30,4227,4397,2
19,4508,4558,2
41,4931,4979,2
47,5122,5262,2
9,5709,5739,2
5,5868,5933,2
1,6001,6060,2
8,6223,6373,2
48,1373,1546,2
36,1773,1844,2
49,1913,1994,2
37,2380,2507,2
10,2953,3120,2
13,3241,3309,2
31,3390,3476,2
30,3602,3735,2
19,3814,3862,2
41,4167,4201,2
47,4319,4430,2
9,4787,4813,2
5,4924,4981,2
1,5034,5079,2
8,5204,5324,2
38,1754,1807,2
29,2106,2186,2
50,2552,2616,2
15,2762,2844,2
4,3363,3434,2
25,3586,3647,2
32,3775,3838,2
42,3951,4040,2
8,4846,4976,2
10,5173,5383,2
28,401,526,2
3,798,938,2
7,973,1022,2
35,1494,1584,2
38,1749,1812,2
23,1907,2028,2
29,2114,2208,2
46,2356,2418,2
15,2762,2858,2
4,3384,3457,2
25,3586,3677,2
32,3798,3861,2
42,3975,4061,2
8,4872,5002,2
10,5201,5416,2
28,372,453,2
3,714,840,2
7,868,912,2
38,1549,1608,2
29,1857,1922,2
46,2060,2106,2
15,2400,2475,2
4,2884,2947,2
25,3055,3138,2
32,3234,3290,2
8,4094,4204,2
10,4355,4525,2
20,289,420,2
44,643,731,2
36,815,880,2
45,1061,1170,2
49,1211,1292,2
11,1358,1410,2
38,1581,1677,2
29,1891,1957,2
13,2565,2626,2
31,2679,2752,2
30,2938,3224,2
19,3296,3380,2
43,3468,3591,2
41,3666,3758,2
47,3898,4052,2
37,4843,4958,2
9,5206,5248,2
5,5349,5418,2
8,5658,5826,2
38,139,221,2
29,472,541,2
44,639,735,2
36,817,880,2
22,902,1011,2
45,1063,1177,2
49,1212,1299,2
10,2216,2513,2
31,2689,2759,2
30,2973,3222,2
19,3296,3380,2
43,3463,3593,2
41,3660,3752,2
47,3889,4041,2
48,4566,4736,2
37,4819,4930,2
9,5167,5220,2
5,5319,5384,2
1,5450,5492,2
8,5620,5786,2
29,428,492,2
36,731,785,2
49,1079,1157,2
38,1408,1459,2
10,1915,2192,2
31,2334,2391,2
30,2544,2778,2
19,2850,2901,2
43,2976,3087,2
41,3141,3210,2
47,3332,3456,2
2,3649,3786,2
48,3873,4011,2
37,4075,4193,2
5,4473,4529,2
1,4567,4606,2
8,4706,4846,2
22,170,231,2
28,372,511,2
3,592,735,2
6,792,906,2
33,1251,1293,2
34,1344,1365,2
38,1484,1563,2
29,1786,1852,2
35,1914,2068,2
50,2426,2527,2
15,2658,2715,2
51,2867,3036,2
4,3091,3163,2
25,3250,3334,2
32,3403,3467,2
17,3737,3810,2
6,934,1044,2
34,1478,1500,2
38,1620,1698,2
29,1924,1988,2
35,2050,2206,2
50,2576,2677,2
15,2787,2861,2
4,3229,3301,2
25,3391,3482,2
32,3540,3603,2
17,3882,3968,2
22,170,266,2
28,432,542,2
3,638,764,2
6,813,913,2
33,1217,1247,2
38,1403,1471,2
29,1648,1696,2
35,1743,1870,2
50,2147,2234,2
15,2315,2376,2
4,2637,2699,2
25,2764,2847,2
42,3011,3135,2
28,276,397,2
15,686,739,2
47,1789,1937,2
3,2392,2538,2
48,2720,3051,2
5,3357,3469,2
19,3807,3871,2
10,4633,4841,2
38,4935,5006,2
29,5293,5348,2
4,5430,5517,2
8,6074,6255,2
36,6357,6430,2
49,6534,6638,2
28,276,415,2
15,686,739,2
13,1323,1422,2
47,1790,1937,2
3,2392,2538,2
5,3357,3469,2
19,3807,3878,2
10,4612,4824,2
38,4918,4990,2
29,5291,5329,2
4,5409,5493,2
8,6041,6219,2
36,6323,6397,2
49,6495,6595,2
15,547,617,2
13,1091,1164,2
47,1473,1599,2
3,2005,2107,2
48,2264,2550,2
5,2789,2864,2
38,4103,4164,2
29,4393,4438,2
4,4506,4574,2
36,5283,5364,2
49,5426,5513,2
42,117,217,2
44,254,374,2
30,712,951,2
43,996,1068,2
2,1164,1288,2
41,1353,1425,2
32,1512,1559,2
25,1674,1744,2
34,2171,2198,2
1,2738,2788,2
45,2860,2971,2
38,3043,3119,2
50,3471,3559,2
17,3603,3685,2
42,148,237,2
43,1065,1168,2
41,1435,1500,2
25,1725,1832,2
34,2243,2273,2
6,2500,2555,2
46,2642,2692,2
1,2804,2850,2
45,2927,3042,2
38,3111,3181,2
29,3440,3488,2
50,3531,3625,2
17,3672,3738,2
30,670,900,2
43,950,1046,2
2,1110,1215,2
41,1271,1334,2
25,1492,1617,2
22,1690,1768,2
33,1879,1915,2
34,1963,1990,2
6,2174,2223,2
46,2301,2346,2
1,2435,2476,2
45,2536,2644,2
38,2681,2739,2
29,2948,2996,2
50,3035,3102,2
17,3144,3227,2
16,129,258,2
27,374,443,2
14,516,627,2
18,663,718,2
24,810,901,2
21,967,1039,2
12,1177,1313,2
16,129,267,2
27,376,445,2
14,510,623,2
18,659,714,2
24,803,897,2
21,966,1039,2
12,1169,1310,2
27,293,349,2
14,405,496,2
18,527,567,2
24,640,715,2
21,777,833,2
12,936,1048,2
27,157,216,2
18,304,333,2
26,448,515,2
16,556,696,2
24,777,853,2
14,1258,1360,2
27,171,229,2
26,462,528,2
16,577,713,2
21,968,1046,2
12,1118,1245,2
14,1269,1374,2
18,261,282,2
12,920,1013,2
14,1045,1134,2
28,130,230,2
7,289,325,2
15,405,465,2
39,655,768,2
13,908,994,2
47,1314,1402,2
48,2026,2256,2
5,2310,2368,2
19,2592,2670,2
9,2873,2897,2
37,3004,3189,2
38,3573,3630,2
4,3996,4100,2
36,4685,4735,2
49,4766,4843,2
28,132,228,2
7,289,327,2
15,405,465,2
13,908,994,2
47,1310,1400,2
51,1512,1606,2
48,2019,2242,2
5,2302,2359,2
19,2592,2670,2
9,2871,2897,2
37,3001,3180,2
10,3318,3506,2
38,3570,3638,2
29,3860,3919,2
4,3992,4093,2
8,4450,4619,2
36,4663,4717,2
49,4750,4826,2
7,262,294,2
15,359,430,2
39,578,677,2
13,750,885,2
47,1144,1226,2
48,1770,1956,2
5,2007,2057,2
31,2110,2172,2
19,2256,2317,2
37,2580,2732,2
10,2841,2993,2
38,3047,3107,2
4,3390,3474,2
36,3916,3972,2
49,4001,4062,2
42,196,288,2
44,314,426,2
43,854,913,2
41,1220,1284,2
32,1350,1393,2
25,1465,1533,2
33,1798,1835,2
6,1942,1977,2
1,2308,2351,2
45,2413,2527,2
50,2980,3053,2
17,3104,3166,2
42,172,286,2
30,613,807,2
43,855,948,2
2,1023,1133,2
41,1188,1300,2
25,1465,1543,2
6,1944,1987,2
34,2058,2088,2
1,2308,2351,2
45,2415,2525,2
38,2572,2618,2
50,2980,3053,2
42,155,254,2
43,743,830,2
2,892,986,2
41,1063,1122,2
25,1278,1349,2
33,1562,1601,2
34,1789,1810,2
45,2083,2173,2
38,2218,2265,2
50,2546,2623,2
44,568,679,2
49,1010,1114,2
38,1430,1481,2
39,1545,1628,2
29,1679,1786,2
10,1917,2099,2
13,2113,2202,2
31,2240,2302,2
43,2809,2902,2
41,2982,3062,2
47,3162,3264,2
48,3654,3893,2
9,4042,4073,2
5,4166,4225,2
1,4305,4354,2
44,573,679,2
36,713,760,2
49,1024,1113,2
39,1551,1636,2
29,1690,1800,2
10,1925,2108,2
30,2435,2578,2
43,2831,2953,2
41,3002,3065,2
47,3197,3289,2
2,3431,3525,2
48,3679,3895,2
9,4070,4100,2
5,4192,4250,2
1,4326,4373,2
8,4564,4697,2
44,507,606,2
36,630,691,2
49,887,990,2
38,1269,1306,2
39,1354,1423,2
19,2291,2364,2
43,2440,2522,2
41,2582,2629,2
47,2746,2818,2
2,2942,3039,2
48,3150,3339,2
5,3574,3617,2
1,3685,3727,2
8,3875,3989,1
22,115,201,2
28,325,439,2
37,529,801,2
3,933,1034,2
6,1085,1125,2
7,1204,1245,2
38,1577,1628,2
29,1880,1954,2
35,2023,2105,2
50,2461,2538,2
15,2676,2751,2
4,3108,3195,2
25,3302,3358,2
32,3463,3523,2
17,3798,3875,2
28,325,439,2
37,529,801,2
3,933,1034,2
6,1085,1117,2
33,1401,1428,2
38,1577,1628,2
29,1854,1951,2
35,2023,2105,2
50,2461,2538,2
15,2676,2751,2
4,3112,3193,2
25,3302,3358,2
32,3468,3523,2
42,3678,3776,2
28,278,372,2
7,1048,1082,2
33,1218,1245,2
29,1623,1710,2
35,1770,1841,2
50,2147,2238,2
15,2345,2419,2
4,2734,2808,2
25,2914,2968,2
42,3247,3329,2
17,3366,3421,2
7,541,826,2
15,905,975,2
38,1025,1091,2
39,1186,1387,2
13,1591,1722,2
47,2083,2294,2
48,3347,3652,2
5,3778,3863,2
31,3910,4005,2
19,4088,4145,2
9,4427,4467,2
4,5840,5965,2
8,6480,6634,2
36,6689,6751,2
49,6849,6955,2
15,905,975,2
13,1591,1722,2
48,3347,3650,2
5,3778,3855,2
31,3905,4000,2
19,4058,4145,2
9,4414,4456,2
4,5812,5936,2
36,6646,6706,2
49,6810,6913,2
7,490,733,2
15,818,882,2
13,1400,1525,2
47,1830,2007,2
48,2947,3213,2
31,3425,3506,2
19,3558,3617,2
9,3871,3905,2
38,4688,4738,2
4,5108,5218,2
40,5345,5566,2
8,5661,5801,2
36,5847,5910,2
49,5994,6087,2
42,161,314,2
44,361,533,2
35,558,675,2
43,1277,1462,2
41,1943,2040,2
32,2076,2187,2
25,2268,2367,2
22,2407,2492,2
6,2646,2803,2
34,2824,2852,2
1,3312,3378,2
45,3460,3633,2
38,3641,3699,2
50,4068,4255,2
42,161,323,2
44,369,544,2
35,547,674,2
30,865,1192,2
43,1282,1465,2
2,1607,1858,2
41,1957,2049,2
32,2119,2203,2
25,2268,2387,2
22,2407,2502,2
34,2835,2856,2
46,3038,3206,2
1,3333,3394,2
45,3472,3646,2
50,4068,4265,2
17,4306,4390,2
42,117,246,2
44,283,417,2
35,437,531,2
43,1063,1216,2
2,1350,1564,2
41,1652,1720,2
32,1803,1886,2
25,1926,2035,2
6,2287,2423,2
34,2443,2470,2
1,2886,2940,2
23,3292,3458,1
50,3564,3741,2
17,3748,3859,2
44,724,896,2
36,930,1001,2
45,1124,1275,2
49,1349,1453,2
10,2209,2474,2
13,2549,2684,2
19,3381,3457,2
41,3862,3921,2
48,4895,5100,2
9,5492,5534,2
5,5665,5760,2
1,5888,5952,2
8,6081,6276,2
36,935,999,2
45,1122,1289,2
49,1349,1453,2
10,2219,2492,2
13,2549,2722,2
31,2750,2870,2
19,3428,3508,2
43,3632,3815,2
41,3894,3985,2
47,4277,4501,2
2,4598,4790,2
9,5537,5578,2
5,5704,5799,2
1,5924,6003,2
8,6119,6314,2
36,776,839,2
45,943,1091,2
49,1142,1242,2
10,1903,2145,2
13,2216,2339,2
31,2376,2480,2
30,2584,2905,2
19,2975,3035,2
43,3158,3321,2
41,3393,3467,2
47,3735,3925,2
48,4308,4504,2
9,4857,4892,2
5,5005,5088,2
1,5198,5261,2
8,5369,5541,2
22,170,257,2
28,394,507,2
3,1041,1263,2
6,1379,1447,2
7,1566,1768,2
33,1889,1961,2
34,2125,2151,2
50,3459,3655,2
15,3713,3820,2
32,4616,4705,2
17,5105,5172,2
40,5536,5804,2
22,170,257,2
28,394,507,2
3,1041,1263,2
6,1379,1447,2
33,1901,1967,2
34,2127,2148,2
35,2838,2934,2
50,3409,3655,2
15,3713,3820,2
51,4002,4266,2
17,5085,5162,2
40,5510,5772,2
22,120,216,2
3,893,1121,2
6,1176,1241,2
7,1346,1524,2
34,1832,1857,2
38,1913,1979,2
50,2991,3178,2
51,3490,3712,2
25,3826,4002,2
32,4024,4104,2
17,4449,4544,2
40,4853,5077,2
27,195,255,2
26,665,750,2
24,955,1035,2
21,1182,1265,2
27,201,256,2
18,471,530,2
26,665,750,2
16,801,921,2
24,955,1038,2
21,1181,1264,2
12,1425,1602,2
18,407,456,2
26,571,640,2
24,817,888,2
12,1222,1364,2
14,1427,1516,2
16,255,389,2
14,615,712,2
26,1611,1675,2
16,255,389,2
27,480,535,2
14,613,716,2
18,872,908,2
26,1611,1671,2
27,412,459,2
14,526,615,2
18,744,772,2
24,879,951,2
26,1372,1423,2
28,281,405,2
15,780,883,2
38,944,1037,2
11,1808,1829,2
3,3143,3339,2
48,3478,3717,2
5,3811,3928,2
19,4200,4272,2
37,4786,4932,2
10,5101,5328,2
4,5874,5956,2
40,6156,6492,2
49,7018,7169,2
36,7259,7398,2
28,281,408,2
15,780,883,2
38,944,1037,2
39,1140,1326,2
29,1404,1480,2
11,1806,1830,2
47,2155,2316,2
3,3095,3309,2
48,3456,3689,2
5,3781,3893,2
31,3978,4088,2
9,4543,4595,2
37,4752,4886,2
10,5061,5288,2
20,5514,5671,2
4,5830,5908,2
8,6587,6767,2
36,7210,7340,2
28,253,370,2
15,703,810,2
38,856,932,2
29,1265,1335,2
47,1946,2087,2
3,2777,2981,2
48,3119,3323,2
5,3403,3505,2
31,3578,3670,2
9,4084,4119,2
37,4266,4388,2
10,4544,4744,2
4,5225,5297,2
36,6468,6592,2
35,611,696,2
2,1685,1966,2
41,1989,2075,2
32,2131,2210,2
25,2307,2416,2
22,2618,2710,2
6,2891,2971,2
46,3267,3405,2
50,4351,4540,2
44,404,533,2
35,566,661,2
2,1636,1905,2
41,1928,2026,2
25,2207,2360,2
6,2815,2907,2
46,3186,3323,2
50,4201,4440,2
17,4457,4566,2
42,272,391,2
35,606,684,2
30,844,1238,2
43,1343,1451,2
2,1573,1812,2
41,1830,1898,2
32,1961,2028,2
25,2069,2217,2
6,2675,2725,2
46,2973,3093,2
38,3466,3530,2
50,3931,4097,2
17,4137,4229,2
44,600,746,2
49,1018,1144,2
36,1372,1496,2
38,1802,1860,2
39,1940,2052,2
30,2960,3403,2
19,3462,3549,2
43,3615,3721,2
41,3831,3935,2
2,4374,4568,2
48,4651,4800,2
5,5215,5292,2
1,5361,5437,2
8,5514,5710,2
38,132,209,2
20,278,423,2
29,463,530,2
44,602,746,2
49,1018,1145,2
45,1210,1364,2
36,1372,1495,2
39,1940,2062,2
30,2982,3420,2
19,3477,3549,2
43,3629,3743,2
41,3853,3944,2
47,4084,4293,2
2,4392,4592,2
5,5242,5317,2
1,5388,5454,2
38,128,200,2
29,423,482,2
44,542,675,2
49,913,1025,2
45,1083,1220,2
36,1229,1343,2
39,1742,1843,2
10,2090,2284,2
13,2322,2436,2
30,2675,3071,2
43,3261,3353,2
41,3453,3528,2
47,3672,3860,2
2,3950,4128,2
5,4712,4781,2
1,4846,4908,2
22,177,275,2
28,375,481,2
3,926,1083,2
7,1276,1348,2
38,1617,1673,2
23,1738,1876,2
35,2041,2119,2
4,3295,3401,2
25,3484,3566,2
32,3585,3673,2
17,3910,4026,2
28,406,503,2
37,604,878,2
3,947,1094,2
6,1133,1233,2
7,1294,1366,2
38,1623,1697,2
23,1748,1894,2
29,1933,1994,2
35,2051,2129,2
4,3295,3393,2
25,3464,3566,2
32,3575,3665,2
17,3910,4026,2
40,4142,4417,2
22,177,304,2
37,545,680,2
7,1161,1224,2
33,1291,1313,2
38,1457,1514,2
35,1841,1909,2
50,2292,2458,2
15,2469,2585,2
4,2956,3041,2
17,3505,3594,2
40,3720,3966,2
28,200,320,2
7,464,541,2
15,823,902,2
35,1565,1676,2
47,2292,2454,2
5,3741,3819,2
31,3878,3960,2
29,5446,5499,2
4,5690,5746,2
8,6361,6450,2
49,6631,6722,2
36,6784,6880,2
15,823,902,2
38,1027,1084,2
35,1574,1682,2
47,2308,2472,2
3,3007,3153,2
5,3784,3847,2
31,3921,3999,2
29,5492,5541,2
4,5732,5788,2
8,6395,6491,2
49,6674,6761,2
36,6825,6921,2
7,419,491,2
15,725,815,2
35,1395,1488,2
47,2042,2184,2
3,2668,2800,2
48,2990,3295,2
5,3363,3427,2
31,3489,3565,2
37,3998,4234,2
38,4635,4706,2
29,4895,4932,2
4,5106,5158,2
49,5948,6022,2
36,6077,6159,2
44,365,461,2
35,601,714,2
30,970,1157,2
2,1830,1967,2
41,2177,2264,2
32,2395,2446,2
22,2908,3006,2
6,3348,3415,2
34,3577,3598,2
38,4610,4693,2
29,5065,5114,2
50,5240,5349,2
17,5495,5603,2
44,374,474,2
43,1413,1506,2
2,1830,1967,2
41,2184,2260,2
32,2395,2446,2
25,2632,2711,2
22,2908,3006,2
6,3354,3422,2
34,3582,3607,2
45,4340,4445,2
38,4610,4686,2
29,5056,5113,2
50,5240,5349,2
17,5485,5603,2
35,467,561,2
30,777,946,2
2,1533,1650,2
41,1843,1903,2
46,3351,3411,2
45,3758,3849,2
38,4001,4071,2
29,4402,4446,2
50,4553,4651,2
17,4766,4877,2
38,130,198,2
29,530,589,2
44,744,848,2
49,1018,1108,2
45,1298,1396,2
36,1468,1554,2
39,2183,2294,2
30,3483,3677,2
43,4063,4139,2
41,4328,4405,2
2,4921,5043,2
48,5251,5588,2
9,5707,5735,2
5,5884,5955,2
1,6061,6112,2
8,6296,6396,2
20,314,442,2
29,530,589,2
44,744,840,2
49,1011,1102,2
45,1250,1373,2
36,1468,1554,2
38,2015,2087,2
10,2673,2819,2
31,3216,3287,2
30,3534,3737,2
41,4405,4481,2
48,5333,5646,2
1,6145,6202,2
8,6372,6472,2
38,105,179,2
29,460,522,2
49,895,974,2
45,1101,1202,2
36,1295,1368,2
10,2361,2488,2
31,2842,2910,2
30,3132,3307,2
19,3450,3509,2
41,3899,3945,2
47,4124,4245,2
2,4424,4534,2
48,4725,5011,2
5,5283,5346,2
1,5442,5497,2
8,5645,5737,2
22,144,245,2
28,439,553,2
6,1363,1447,2
7,1606,1678,2
38,2236,2310,2
29,2682,2739,2
35,2918,3023,2
46,3218,3284,2
50,3407,3519,2
4,4376,4440,2
25,4649,4698,2
32,4865,4919,2
17,5386,5467,2
40,5661,5825,2
28,439,558,2
6,1369,1443,2
7,1613,1688,2
34,2059,2081,2
38,2255,2338,2
29,2732,2796,2
35,2975,3085,2
50,3520,3608,2
15,3735,3819,2
4,4491,4555,2
25,4756,4825,2
17,5498,5611,2
22,124,202,2
28,330,428,2
37,570,735,2
3,912,1005,2
6,1132,1199,2
29,2313,2372,2
35,2529,2625,2
15,3211,3287,2
4,3892,3949,2
25,4135,4194,2
17,4801,4893,2
18,484,525,2
16,818,954,2
27,195,326,2
18,484,525,2
26,670,737,2
16,830,959,2
12,1550,1683,2
14,1820,1903,2
27,173,281,2
18,410,446,2
26,566,622,2
21,1107,1174,2
14,1536,1605,2
16,68,169,2
12,1437,1532,2
16,68,169,2
27,315,371,2
14,516,592,2
18,710,747,2
12,1431,1528,2
12,1221,1305,2
28,125,219,2
7,296,409,2
15,532,604,2
38,746,825,2
39,933,1079,2
29,1139,1213,2
13,1328,1409,2
47,1791,1951,2
3,2376,2534,2
48,2704,2898,2
31,3297,3407,2
19,3471,3567,2
37,3969,4055,2
4,5016,5111,2
8,5610,5762,2
36,5876,5922,2
49,6056,6121,2
28,118,221,2
15,532,614,2
38,746,829,2
39,933,1056,2
29,1139,1214,2
13,1328,1419,2
47,1779,1936,2
3,2357,2516,2
48,2683,2871,2
5,3073,3183,2
10,4231,4390,2
4,5024,5119,2
40,5247,5431,2
8,5612,5765,2
36,5879,5920,2
49,6056,6121,2
28,124,215,2
15,476,562,2
38,669,742,2
39,839,946,2
29,1021,1089,2
13,1177,1275,2
47,1595,1734,2
3,2116,2261,2
48,2406,2589,2
5,2748,2853,2
10,3787,3922,2
4,4492,4574,2
40,4689,4852,2
8,5012,5151,2
36,5250,5300,2
49,5406,5460,2
42,144,266,2
35,629,721,2
30,947,1153,2
43,1307,1443,2
2,1575,1807,2
32,2162,2268,2
46,3748,3862,2
1,4047,4091,2
45,4253,4422,2
38,4566,4644,2
17,5690,5768,2
35,687,779,2
30,996,1215,2
2,1643,1806,2
41,1975,2104,1
25,2404,2648,2
46,3773,3932,2
45,4323,4481,2
38,4633,4715,2
17,5740,5838,2
42,154,256,2
35,583,660,2
43,1147,1264,2
2,1379,1540,2
41,1696,1809,1
32,1914,2011,2
45,3799,3949,2
